,Unnamed: 0,Text,Timestamp,User,Platform,Hashtags,Retweets,Likes,Country,Year,Month,Day,Hour
712,716,Attending a school assembly to stay informed about upcoming events and announcements. Staying connected with school activities. ,09-10-2023 22:00, SchoolAssemblyParticipationHighSchool , Twitter , #SchoolEvents #HighSchoolConnectivity ,20,40, Canada,2023,10,9,22
713,717,Exploring a new hobby of photography during free time. Capturing moments through a lens. ,10-10-2023 14:15, PhotographyHobbyHighSchool , Instagram , #PhotographyJourney #HighSchoolHobbies ,25,49, UK,2023,10,10,14
714,718,Participating in a science fair to showcase a unique experiment. Sharing knowledge with peers. ,11-10-2023 16:45, ScienceFairParticipationHighSchool , Facebook , #ScienceFair #HighSchoolScience ,19,37, USA,2023,10,11,16
715,719,Attending a workshop on time management to enhance organizational skills. Striving for efficiency. ,12-10-2023 18:20, TimeManagementWorkshopHighSchool , Twitter , #EfficiencyGoals #HighSchoolSkills ,23,44, Canada,2023,10,12,18
716,720,Volunteering at a local charity event to give back to the community. Contributing to social causes. ,13-10-2023 12:30, CharityEventVolunteerHighSchool , Instagram , #CommunityService #HighSchoolVolunteer ,20,39, UK,2023,10,13,12
717,721,Collaborating on a group project to promote teamwork and shared responsibilities. Group effort in action. ,14-10-2023 17:30, GroupProjectCollaborationHighSchool , Facebook , #TeamSpirit #HighSchoolProjects ,18,35, USA,2023,10,14,17
718,722,Participating in a debate club to enhance critical thinking and communication skills. Intellectual engagement in progress. ,15-10-2023 20:45, DebateClubParticipationHighSchool , Twitter , #DebateSkills #HighSchoolIntellect ,22,43, Canada,2023,10,15,20
719,723,Celebrating a friend's birthday with a surprise party. Joyful moments and laughter all around! ,16-10-2023 15:45, BirthdaySurpriseHighSchool , Instagram , #SurpriseParty #HighSchoolCelebration ,27,52, UK,2023,10,16,15
720,724,Successfully completing a challenging coding project. Excitement for overcoming coding hurdles! ,17-10-2023 12:30, CodingSuccessHighSchool , Twitter , #CodingTriumph #HighSchoolTech ,24,48, USA,2023,10,17,12
721,725,Attending a school talent show to support classmates. Applauding the diverse talents on display! ,18-10-2023 16:45, TalentShowSupportHighSchool , Facebook , #TalentShow #HighSchoolEntertainment ,19,38, Canada,2023,10,18,16
722,726,"Exploring a new hiking trail with friends over the weekend. Nature, laughter, and good vibes! ",19-10-2023 18:20, WeekendHikeHighSchool , Instagram , #NatureAdventures #HighSchoolFriends ,21,42, UK,2023,10,19,18
723,727,Winning a friendly sports competition against rival schools. Victory celebrations in full swing! ,20-10-2023 14:15, SportsVictoryHighSchool , Twitter , #SportsTriumph #HighSchoolAthletics ,26,50, USA,2023,10,20,14
724,728,Receiving a heartfelt letter from a pen pal in another country. Connecting across the globe! ,21-10-2023 17:30, PenPalConnectionHighSchool , Facebook , #GlobalFriendship #HighSchoolCorrespondence ,23,45, Canada,2023,10,21,17
725,729,Creating a beautiful mural with fellow art enthusiasts. The power of collaboration and creativity! ,22-10-2023 20:45, MuralCreationHighSchool , Instagram , #ArtCollaboration #HighSchoolCreativity ,22,43, UK,2023,10,22,20
726,730,Participating in a school-wide art exhibition. Witnessing creativity and spreading positive vibes! ,10-11-2015 16:45, ArtExhibitionJoyHighSchool , Instagram , #ArtisticExpression #HighSchoolCreativity ,23,44, USA,2015,11,10,16
727,731,Achieving a personal best in a track and field competition. The thrill of victory and self-improvement! ,14-09-2016 12:30, TrackFieldSuccessHighSchool , Twitter , #AthleticAchievement #HighSchoolSports ,26,51, Canada,2016,9,14,12
728,732,Collaborating on a science project that received recognition at a regional fair. Science triumphs and smiles! ,18-08-2017 18:20, ScienceProjectSuccessHighSchool , Facebook , #ScienceFairWinner #HighSchoolScience ,20,39, UK,2017,8,18,18
729,733,"Attending a surprise birthday party organized by friends. Surrounded by love, laughter, and good company! ",22-06-2018 14:15, BirthdayPartyJoyHighSchool , Instagram , #SurpriseCelebration #HighSchoolFriendship ,25,48, USA,2018,6,22,14
730,734,Successfully fundraising for a school charity initiative. The joy of giving back to the community! ,05-04-2019 17:30, CharityFundraisingTriumphHighSchool , Twitter , #CommunityGiving #HighSchoolPhilanthropy ,22,42, Canada,2019,4,5,17
731,735,"Participating in a multicultural festival, celebrating diversity with music, dance, and delicious food! ",29-02-2020 20:45, MulticulturalFestivalJoyHighSchool , Facebook , #CulturalCelebration #HighSchoolUnity ,21,43, UK,2020,2,29,20
732,736,"Organizing a virtual talent show during challenging times, bringing smiles to classmates' faces! ",15-11-2020 15:15, VirtualTalentShowSuccessHighSchool , Instagram , #VirtualEntertainment #HighSchoolPositivity ,24,47, USA,2020,11,15,15
